liabilities_and_equity,operating_expense_._assets,percent_of_female_borrowers,average_loan_balance_per_borrower,gross_loan_portfolio_to_total_assets,operational_self_sufficiency,finefftheta_hat,se_no_breadththeta_hat,se_with_breadththeta_hat,finsoc_with_breadththeta_hat,finsoc_no_breadththeta_hat
421413130,0.0831,0.5582,1998,0.469,1.455,0.4484113398819461,0.9155738020842815,0.9155738020842815,0.9155762682298662,0.9155738020842814
427871154,0.0831,0.5582,1979,0.3725,1.455,0.4484113398819461,0.9155738020842815,0.9155738020842814,0.9155738020842815,0.9155738020842814
427871154,0.0831,0.5582,2175,0.3725,1.455,0.4484113398819461,0.9155738020842815,0.9155738020842814,0.9155738020842815,0.9155738020842814
541685204,0.0831,0.5582,2175,0.4659,1.455,0.4484113398819461,0.9155738020842815,0.9155738020842815,0.9155750513344875,0.9155738020842814
558176666,0.0869,0.5582,2103,0.4809,1.2742,0.4346620758541058,0.9155738020842814,0.9155738020842814,0.9155738020842815,0.9155738020842814
2240822,0.4826,0.5239,185,0.2158,0.3164,0.3461581728541104,0.9085864922723125,0.9085864922723125,0.9085864922723125,0.9085864922723124
3069396,0.417,0.5248,182,0.292,0.6409,0.36870287725505135,0.9087707000757168,0.9087707000757168,0.908770700075717,0.908770700075717
4472115,0.3298,0.441,270,0.44,0.9358,0.38547960595553754,0.8914139460374471,0.8914139460374471,0.8914139460374471,0.8914139460374471
6016257,0.2904,0.4171,358,0.4492,1.0753,0.3952790311593361,0.8863862341254805,0.8863862341254802,0.8863862341254805,0.8863862341254802
5629335,0.4705,0.4441,317,0.4275,0.62,0.36194757580033377,0.892063516113259,0.892063516113259,0.892063516113259,0.892063516113259
6635884,0.4826,0.4342,336,0.4684,0.533,0.3551033064887308,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328786
6635884,0.4826,0.4342,515,0.4684,0.533,0.3551033064887308,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328786
12361782,0.4826,0.4342,602,0.6158,0.8089,0.3762587648243398,0.8899870305328784,0.8899870305328784,0.8899870305328783,0.8899870305328784
12738849,0.4826,0.4342,533,0.61,0.7013,0.36819635012705626,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328784
14342116,0.4826,0.4342,771,0.6102,0.7013,0.36819635012705626,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328784
12027696,0.4826,0.4342,635,0.6338,0.7013,0.36819635012705626,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328784
7977749,0.854,0.4342,533,0.681,0.8972,0.38270668596068386,0.8899870305328784,0.8899870305328784,0.8899870794477244,0.8899870305328784
10059749,0.5223,0.4342,597,0.5607,0.7557,0.37230138741919516,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328784
10059749,0.5223,0.4342,892,0.5607,0.7557,0.37230138741919516,0.8899870305328784,0.8899870305328784,0.8899870305328784,0.8899870305328784
46299840,0.1775,0.4342,841,0.6881,1.1608,0.40112067064476925,0.8899870305328786,0.8899885011175376,0.890051866002756,0.8899870305328784
1086922,0.1573,0.7831,93,0.7437,1.0172,0.4128625868019778,0.9597844560759218,0.9597844560759216,0.9597844560759218,0.9597844560759218
1493473,0.2082,0.6299,254,0.8078,1.0156,0.4076817357167131,0.9299649020042721,0.9299649020042723,0.9299649020042721,0.9299649020042721
2245314,0.193,0.5513,394,0.8338,1.0715,0.40535593153441624,0.9141736193839991,0.9141736193839993,0.9142229274752615,0.9141736193839993
1964224,0.1573,0.3786,453,1.2804,1.517,0.4375589016407712,0.8782127783618686,0.8784712982150672,0.878534989847982,0.8782127783618686
3877633,0.1553,0.4168,661,0.723,1.2253,0.409262181406236,0.8863229015463463,0.8863724443642099,0.886426213676691,0.8863229015463463
5636277,0.1135,0.2497,653,0.7858,1.4592,0.43813870454579823,0.8501532700721962,0.8503491798167467,0.8503958795193747,0.8501532700721963
982020,0.3247,0.5178,365,0.6477,0.8789,0.4040638634311279,0.9073367312840901,0.9073367312840901,0.9073367312840901,0.9073367312840899
923385,0.3427,0.52,223,0.6998,1.0849,0.42050400396245624,0.9077877144312861,0.9077877144312864,0.9077877144312861,0.9077877144312861
2106223,0.3755,0.52,270,0.7032,1.0041,0.40151232923694496,0.9077877144312861,0.9077877144312864,0.9077877144312861,0.9077877144312861
3383400,0.3027,0.5299,342,0.5987,1.2411,0.4107382834917893,0.9098136566848277,0.9098136566848278,0.9098136566848277,0.9098136566848278
5481740,0.3011,0.5272,711,0.7606,1.2331,0.40596752413997333,0.9092616910331491,0.9092616910331491,0.9092693497798232,0.9092616910331491
8067582,0.3178,0.5835,841,0.6649,1.291,0.40978970605100073,0.9206846772577006,0.9206846772577006,0.9206846772577008,0.920684677257701
13464608,0.3247,0.5201,972,0.7367,0.9678,0.3877578594474874,0.9078082069674859,0.9078082069674859,0.9078082069674861,0.9078082069674861
13464608,0.3247,0.5201,1181,0.7367,0.9678,0.3877578594474874,0.9078082069674859,0.9078082069674859,0.9078082069674861,0.9078082069674861
13464608,0.3247,0.5201,1424,0.7367,0.9678,0.3877578594474874,0.9078082069674859,0.9078082069674859,0.9078082069674861,0.9078082069674861
26697958,0.3247,0.5201,1422,0.7238,0.7698,0.3733556745528865,0.9078082069674859,0.9078082069674861,0.9078082069674859,0.9078082069674861
26697958,0.3247,0.5201,1439,0.7238,0.7698,0.3733556745528865,0.9078082069674859,0.9078082069674861,0.9078082069674859,0.9078082069674861
26697958,0.3247,0.5201,2120,0.7238,0.7698,0.3733556745528865,0.9078082069674859,0.9078082069674861,0.9078082069674859,0.9078082069674861
26697958,0.3247,0.5201,2120,0.7238,0.7698,0.3733556745528865,0.9078082069674859,0.9078082069674861,0.9078082069674859,0.9078082069674861
35129488,0.3247,0.5201,2334,0.7391,1.2359,0.40615356166793515,0.9078082069674859,0.9078082069674859,0.9078082069674859,0.9078082069674859
35129488,0.3247,0.5201,2334,0.7391,1.2359,0.40615356166793515,0.9078082069674859,0.9078082069674859,0.9078082069674859,0.9078082069674859
38095365,0.3247,0.5201,1697,0.6576,1.2359,0.40615356166793515,0.9078082069674859,0.9078082069674859,0.9078082069674859,0.9078082069674859
27108907,0.3247,0.5201,1266,0.6924,1.2359,0.40615356166793515,0.9078082069674859,0.9078082069674859,0.9078082069674861,0.9078082069674859
27108907,0.3247,0.5201,1432,0.6924,1.2359,0.40615356166793515,0.9078082069674859,0.9078082069674859,0.9078082069674861,0.9078082069674859
1514282,0.33015,0.4983,358,0.0711,0.1441,0.3357544549403859,0.90332700711603,0.90332700711603,0.90332700711603,0.90332700711603
1486190,0.2282,0.5521,253,0.5398,0.7917,0.3909306845069188,0.9143360987653645,0.9143360987653647,0.9143360987653647,0.9143360987653645
2977837,0.4015,0.6184,287,0.7019,0.8862,0.38774718651385065,0.9276759505409808,0.9276759505409808,0.9276759505409808,0.9276759505409808
4562544,0.4171,0.5256,357,0.6393,0.8599,0.3800009374091211,0.9089344008639934,0.9089344008639934,0.9089344008639934,0.9089344008639934
10686872,0.4287,0.4367,608,0.6455,1.0381,0.3926990428312456,0.8905119599833707,0.8905119599833707,0.8905119599833705,0.8905119599833705
10982049,0.369,0.4367,531,0.7538,0.9434,0.38602236397402717,0.8905119599833707,0.8905119599833707,0.8905408674049412,0.8905119599833705
15784573,0.3315,0.5127,587,0.7875,1.2971,0.4101893814903689,0.9062901846659074,0.9062901846659074,0.906311103052241,0.9062901846659074
35076000,0.3324,0.5127,914,0.6966,1.1376,0.3995475233157923,0.9062901846659074,0.9062901846659074,0.9062901846659074,0.9062901846659074
44260602,0.3288,0.5127,973,0.6485,0.9731,0.38813342076405805,0.9062901846659074,0.9062901846659074,0.9062901846659074,0.9062901846659074
53854201,0.2932,0.5127,905,0.5829,1.1739,0.4020050861067357,0.9062901846659074,0.9062901846659076,0.9062901846659074,0.9062901846659074
53854201,0.2932,0.5127,2057,0.5829,1.1739,0.4020050861067357,0.9062901846659074,0.9062901846659076,0.9062901846659074,0.9062901846659074
53854201,0.2932,0.5127,4123,0.5829,1.1739,0.4020050861067357,0.9062901846659074,0.9062901846659076,0.9062901846659074,0.9062901846659074
53854201,0.2932,0.5127,4259,0.5829,1.1739,0.4020050861067357,0.9062901846659074,0.9062901846659076,0.9062901846659074,0.9062901846659074
803526,0.1134,0.7099,63,0.3445,0.7248,0.39508981125517395,0.945690149831603,0.945690149831603,0.945690149831603,0.945690149831603
822636,0.1554,0.5332,54,0.364,0.6754,0.3907153252749653,0.9104877083025811,0.9104877083025813,0.9104877083025813,0.9104877083025811
1030081,0.1393,0.5435,60,0.377,0.6078,0.38175120372832316,0.912587524518368,0.9125875245183682,0.9125875245183682,0.912587524518368
1416218,0.1088,0.5435,92,0.5459,0.7249,0.3868068568637244,0.912587524518368,0.912587524518368,0.912587524518368,0.912587524518368
1875953,0.0992,0.4047,166,0.8665,1.0967,0.4179020198689584,0.8837638414711196,0.8839435853792549,0.8839583740253351,0.8837638414711196
1782178,0.1069,0.5564,140,0.8111,0.9368,0.40367498335757335,0.9152087989739157,0.9152984933213689,0.9153044042589307,0.9152087989739157
1800333,0.1172,0.0964,119,0.8618,1.1354,0.414863788023918,0.8152959270752419,0.815587513106649,0.8156290164706941,0.8152959270752419
2059549,0.1134,0.6314,374,0.7674,1.1175,0.4148057427321554,0.9302629261310973,0.9302952144371113,0.9303099916620503,0.9302629261310973
1713919,0.1134,0.6314,89,0.7353,1.1175,0.4148057427321554,0.9302629261310975,0.930290296432998,0.9303066205786091,0.9302629261310973
1213821,0.1134,0.6314,123,0.7108,1.1175,0.4183789449197023,0.9302629261310973,0.9302783981725788,0.9302995421799829,0.9302629261310973
1192183,0.1134,0.6314,184,0.8536,1.1175,0.41867198359441105,0.9302629261310973,0.9303293196723756,0.930349584263716,0.9302629261310973
232032,0.0969,0.4206,36,0.3585,0.75,0.4176308025510933,0.887124703652384,0.8871475023479931,0.8871664774466432,0.887124703652384
316158,0.1816,0.3485,52,0.5434,1.0179,0.43385145166285016,0.871757484025034,0.871757484025034,0.8718324917042805,0.871757484025034
734778,0.1422,0.3378,66,0.5909,1.0383,0.42085764505699746,0.8694487557126598,0.8695078004296651,0.8695591922158181,0.8694487557126598
1118777,0.1027,0.26,88,0.7644,1.5495,0.4492991060798681,0.8524359822281765,0.8526394871166838,0.8528153697372551,0.8524359822281765
2079071,0.0806,0.2427,107,0.6409,1.4805,0.45102272825954426,0.8485977791598267,0.8487875178538238,0.8490510087228011,0.8486180721131401
3539024,0.0817,0.3512,115,0.7941,1.5956,0.458248281668838,0.8723388946585369,0.8725387974852878,0.872672751135255,0.8723388946585368
4208881,0.0843,0.2783,136,0.894,1.0448,0.4190193500882559,0.8564739413596753,0.8567359307443404,0.8567460627480774,0.8564739413596754
4309729,0.0969,0.3167,136,0.8587,1.0084,0.4121866185698869,0.8648742621549583,0.8650917850433485,0.865105761218799,0.8648742621549582
3681837,0.0969,0.3167,106,0.7119,1.0084,0.4121866185698869,0.8648742621549582,0.8650395975102787,0.8650554209071818,0.8648742621549582
2782860,0.0969,0.3167,102,0.9446,1.0084,0.4121866185698869,0.8648742621549583,0.8651246254837971,0.8651382290067041,0.8648742621549582
3334973,0.0969,0.3167,137,0.9133,1.0084,0.4121866185698869,0.8648742621549582,0.8651113104598193,0.8651247477968284,0.8648742621549583
2396360,1.3364,0.79,124,0.6449,0.4922,0.3601533395391443,0.9610989241981835,0.9610989241981835,0.9610989241981833,0.9610989241981835
3576177,0.9744,0.79990000000000006,235,0.6358,0.7538,0.37526229677588546,0.9629807261988478,0.9629807261988478,0.9629807261988478,0.9629807261988479
2670040,0.5901,0.7401,153,0.5486,0.488,0.3583377209829356,0.9515384221654648,0.9515384221654648,0.9515384221654648,0.9515384221654647
3469208,0.5901,0.7619,112,0.5369,1.438,0.42324270890581034,0.9557307496004663,0.9557307496004663,0.9557307496004661,0.9557307496004663
1362272,0.4031,0.7753,49,0.3704,1.4869,0.4417940827664052,0.9582956455719033,0.9582956455719033,0.9582956455719034,0.9582956455719033
181483,1.1481,0.7669,15,0.3806,1.2486,0.4617932260639699,0.9566888672639648,0.9566888672639648,0.9566888672639648,0.9566888672639648
155510,0.10065,0.5112,354,0.7127,1.7909,0.5034088904668595,0.9059820876550969,0.9061121474451383,0.9066205227794674,0.9062587245019887
237548,0.1133,0.5223,424,0.7206,1.889,0.5009457698407619,0.9082588955385983,0.9083553263241038,0.9086019992444119,0.9082588955385985
351546,0.088,0.4072,253,0.6813,0.9214,0.4244186591322217,0.8842933175004442,0.8844502537366109,0.88446878973204,0.8842933175004442
12182822,0.15475,0.5998,1514,0.4527,1.0184,0.39516385376868585,0.9239583773019964,0.9239583773019961,0.9239583773019964,0.9239583773019964
16211432,0.1049,0.5999,1343,0.5746,1.168,0.4211392823850442,0.9239784155680488,0.9239784155680488,0.9239784155680488,0.9239784155680486
24766854,0.1378,0.5999,903,0.4702,1.1954,0.4125764248104286,0.9239784155680486,0.9239784155680486,0.9239784155680488,0.9239784155680488
31189223,0.1345,0.5999,999,0.4965,1.1734,0.41208433780938003,0.9239784155680488,0.9239784155680488,0.9239784155680486,0.9239784155680486
29361177,0.1406,0.5999,926,0.4899,1.033,0.4003775173084247,0.9239784155680488,0.9239784155680488,0.9239784155680488,0.9239784155680488
37135625,0.1486,0.5968,1104,0.5826,1.1243,0.4043883167835275,0.9233569703357383,0.9233569703357385,0.9233569703357385,0.9233569703357385
44861107,0.1525,0.5968,2158,0.6961,1.2504,0.41179359919182146,0.9233569703357387,0.9233569703357385,0.9233717886039713,0.9233569703357383
55290947,0.1426,0.5968,1922,0.5437,1.0181,0.3987186267918486,0.9233569703357383,0.9233569703357385,0.9233569703357385,0.9233569703357383
60431588,0.157,0.5968,1577,0.4951,1.0651,0.3977874452339615,0.9233569703357385,0.9233569703357385,0.9233569703357385,0.9233569703357385
65089175,0.1676,0.4772,1672,0.5611,1.0732,0.3952776122572017,0.8989630248629388,0.8989630248629388,0.8989630248629389,0.8989630248629389
77518846,0.168,0.4965,1725,0.6033,1.107,0.39748793039853597,0.9029557525939677,0.9029557525939678,0.9029640679063871,0.9029557525939678
79348579,0.168,0.4965,1576,0.5748,1.0951,0.3966714826319,0.9029557525939677,0.9029557525939678,0.9029557525939678,0.9029557525939677
77827148,0.168,0.4965,2159,0.5485,1.1306,0.39910012955873847,0.9029557525939677,0.9029557525939678,0.9029557525939677,0.9029557525939678
77827148,0.1997,0.4965,2159,0.7357,1.2172,0.4049087577285744,0.9029557525939678,0.9029557525939678,0.9029969183699379,0.9029557525939677
79271349,0.1788,0.4965,1553,0.6143,1.2329,0.40595423103674366,0.9029557525939678,0.9029557525939678,0.9029665971996808,0.9029557525939678
12563959,0.0673,0.721,51,0.4337,0.8301,0.4081994842457079,0.947845195231843,0.947845195231843,0.947845195231843,0.947845195231843
19100315,0.0604,0.655,61,0.4196,1.0098,0.4245140620822595,0.9349357030888562,0.9349357030888564,0.9349357030888564,0.9349357030888562
22296988,0.0537,0.38,93,0.6389,1.064,0.43098034091195603,0.8785116232537298,0.8791255478512081,0.8791255478512081,0.8785116232537298
25814648,0.0598,0.38,72,0.7126,1.3227,0.4477022158582953,0.8785116232537297,0.8787019288637767,0.8788412162715411,0.8785116232537298
32933208,0.0538,0.2938,83,0.7242,1.7843,0.481094449277442,0.8598764785388029,0.861564614977872,0.8615751751006596,0.8605910243089909
53239412,0.0433,0.3043,104,0.684,2.3179,0.5180789012299463,0.8623426795387257,0.865581252903628,0.8655994630253315,0.8637015257297159
67930715,0.0444,0.3858,118,0.7546,1.9995,0.4984807853935991,0.879748377708029,0.8827470936230375,0.8827598122046584,0.8806644227627742
95830726,0.0393,0.4998,146,0.816,2.2391,0.5151690628960495,0.9044042603697071,0.9073038489083629,0.907317748865189,0.9046770120738922
138800965,0.037,0.5121,185,0.7968,2.2638,0.5176293431582212,0.9073002622193446,0.9100681101457151,0.9100822249203586,0.9074049028444517
197847309,0.0439,0.5981,219,0.7868,2.014,0.4995857551234234,0.9236176415853133,0.9254244400846241,0.9254311647475916,0.9240348169662885
185115431,0.0283,0.6352,193,0.7087,2.0416,0.5079023355487925,0.9339111552985646,0.935770906208368,0.9357818080967705,0.9339967683470876
185115431,0.0283,0.6352,166,0.7087,2.0416,0.5079023355487925,0.9339607605417537,0.9358325024922668,0.9358435908235969,0.9340481856045895
246933975,0.0283,0.6352,219,0.687,2.0416,0.5079023355487925,0.9338747913615323,0.935608969753815,0.9356195459654985,0.933959076083247
292694577,0.0283,0.6254,254,0.6648,2.0416,0.5079023355487925,0.9318847757820767,0.9335405652318973,0.933551050782872,0.9319694532536797
292694577,0.0283,0.6254,283,0.6648,2.2674,0.5216580381141042,0.9318607650480851,0.9335107503999865,0.9335234277560397,0.9319693211516892
474889932,0.034,0.6254,295,0.6175,2.2828,0.5200627634973345,0.930705915514968,0.9319557082512488,0.9319661088892216,0.9307968401249126
30667072,0.2762,0.81,47,0.6919,1.11375,0.3979210788860029,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
30667072,0.2762,0.81,47,0.6919,1.11375,0.3979210788860029,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
2738379,0.2762,0.9295,70,0.6779,1.1307,0.40645715134659394,0.9871728759096784,0.9871728759096784,0.9871728759096784,0.9871728759096784
4433387,0.3067,0.9202,75,0.7059,1.2742,0.40881366081427467,0.9854636296763309,0.9854636296763309,0.9854636296763309,0.9854636296763309
5405282,0.2994,0.9347,61,0.5749,1.2495,0.4070554268202503,0.9881268210415366,0.9881268210415366,0.9881268210415366,0.9881268210415366
5277315,0.2595,0.9421,91,0.5893,1.3362,0.4127378398389693,0.9894821869824569,0.9894821869824569,0.9894821869824569,0.9894821869824567
10028498,0.295,0.9184,139,0.7184,1.1126,0.3978424168277676,0.9851323395072644,0.9851323395072644,0.9851323395072644,0.9851323395072644
18589792,0.2881,0.8688,244,0.7456,1.1149,0.3979997189573102,0.9759430748498372,0.9759430748498372,0.9759430748498372,0.9759430748498372
19534276,0.2759,0.8999,178,0.669,1.2244,0.4053886927896535,0.9817185656600418,0.9817185656600418,0.981718565660042,0.9817185656600418
23123377,0.296,0.9072,176,0.6725,1.0835,0.39584456989571837,0.9830675527189768,0.9830675527189768,0.9830675527189771,0.9830675527189771
30667072,0.2754,0.81,192,0.6436,1.1345,0.39933665050641565,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
30667072,0.2762,0.81,277,0.7744,1.1543,0.4006808044215783,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592989
30667072,0.2762,0.81,231,0.6298,1.1543,0.4006808044215783,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592989
38794975,0.2762,0.81,203,0.7257,0.9767,0.38838823340752776,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
33396602,0.3755,0.81,185,0.7635,1.0034,0.3902709250472507,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592989
31400788,0.3139,0.81,155,0.7584,1.0294,0.39209222952894457,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
32032208,0.261,0.81,151,0.655,1.0009,0.39009517667515525,0.9648954988592987,0.9648954988592989,0.9648954988592987,0.9648954988592987
34411489,0.2486,0.81,180,0.7248,1.0312,0.39221788453280654,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
34411489,0.2486,0.81,173,0.7248,1.0312,0.39221788453280654,0.9648954988592987,0.9648954988592987,0.9648954988592987,0.9648954988592987
